OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BFG,2024-04-21T20:57:38.072448,14.93997435,0.0030175,73.9883,274.9974,188.8299,171.2358,0,U,37086,999,74233,0.010921,0.00119436,0
COSMOS 2251 DEB,1993-036BFH,2024-04-19T14:42:36.873792,15.18619941,0.0055938,73.9942,218.635,96.8316,263.925,0,U,37087,999,76184,0.019444,0.00443774,0
COSMOS 2251 DEB,1993-036BFJ,2024-04-21T23:46:07.536864,15.16469834,0.0002923,73.9975,239.0422,80.5061,279.6465,0,U,37088,999,75286,0.016253,0.00331383,0
COSMOS 2251 DEB,1993-036BFK,2024-04-11T14:26:19.402944,14.34872185,0.017676,74.0448,201.5479,92.1578,269.9826,0,U,37089,999,57300,0.0025547,8.643e-05,0
COSMOS 2251 DEB,1993-036BFP,2024-04-18T19:09:31.118112,14.87679594,0.0104148,74.0108,268.7462,307.613,51.5629,0,U,37093,999,62333,0.0032996,0.00033333,0
COSMOS 2251 DEB,1993-036BFQ,2024-04-16T09:07:00.206400,14.31953547,0.0096037,74.1114,146.25,272.9022,86.1141,0,U,37094,999,75821,0.0019283,5.417e-05,0
COSMOS 2251 DEB,1993-036BFR,2024-04-20T11:55:48.478368,13.97971129,0.0209935,73.8476,164.9689,332.2149,26.7889,0,U,37095,999,54215,0.0027944,4.759e-05,0
COSMOS 2251 DEB,1993-036BFX,2024-04-16T20:27:28.390752,14.53254175,0.0054719,74.0398,167.5828,43.368,317.1767,0,U,37101,999,74016,0.0025868,0.00010936,0
COSMOS 2251 DEB,1993-036BGB,2024-04-15T06:56:39.546240,14.03653313,0.0335396,73.8908,326.1473,33.9752,328.237,0,U,37105,999,75274,0.006059,0.00015715,0
COSMOS 2251 DEB,1993-036BGE,2024-04-21T09:07:32.118240,14.3306421,0.0107728,74.0464,105.3421,327.8978,31.5641,0,U,37108,999,76879,0.0039044,0.00011405,0
COSMOS 2251 DEB,1993-036BHD,2024-04-12T10:26:23.433216,15.39093838,0.0027607,73.9964,13.9676,180.5699,179.5482,0,U,37131,999,77278,0.011281,0.00469938,0
COSMOS 2251 DEB,1993-036BHE,2024-04-18T07:07:33.889728,14.64501432,0.0050003,74.0091,329.293,275.0273,84.5188,0,U,37132,999,53539,0.0018546,9.992e-05,0
